addr,n,hold_med,train_pnl,hold_pnl,sharpe,t_stat,top_coin
0x0a9c52dcce024dd72aafeb43c1c253b93ab6ee2c,4085,50.56218333333333,21881.54552695,8208.01795681,4.581073121309618,3.0773909132758734,xyz:BRENTOIL
0x0aab46857f897f467d0e5122949846d07ac2d06d,6131,401.5967833333333,20252.18636645,12460.6971325,4.488683734531379,3.739966980500136,HYPE
0xa7d1f1dd8ce0d8247c43046350d17357a6db2cee,10000,29.124183333333335,25969.246261,17281.945014,4.461221101611768,5.949254853730223,HYPE
0xc4ea203e2eb096c4d949b9a64a5d49c0a8a1d8b3,712,53.88173333333334,3192.9791905399998,1579.98992401,4.447913798250183,2.862757889518709,BTC
0xd7dc29918d5869a6715e94338316529d5847a6f9,820,783.869775,5567.260841,4210.917571,4.407415594415809,3.847946870078547,xyz:CBRS
0x3f9a0ee7bba80568a211b7b894dfda46e902fca1,1297,1973.4407333333334,2269.2952775100002,2059.86633765,4.4049274857630705,2.561125512024081,INJ
0xbd2d67376d2e9abb125a70e817896425f5f22289,352,919.6476,2592.6587866,528.56742286,4.401784207090801,1.1004182964469496,HYPE
0x89a3eedd7d92dbe48946f0eb6dce759a64840471,2000,223.490075,26981.084092999998,1187.35574654,4.374450211959855,0.5355062967487638,BTC
0xdc9222945f985007bad8b205261e4ba8d491607b,1010,293.62441666666666,4886.12629214,2978.38728817,4.3624954727853895,3.546454661124913,@107
0xba4387ac1a36f648d1044b2f79023d1f42aa8ee3,3741,409.59121666666664,66192.07762368,7662.808906,4.283201390396418,0.6574040123832662,VVV
0xdf06a761d286c0ae835173236e1f12f1379e4977,1042,1414.9764583333333,11984.16931676,3779.944749,4.282859646153411,3.2670296353060793,SUI
0x5e74f9671c990776f54983c9385394e79ad81d53,3386,69.4492,15481.72314186,12734.07767271,4.253350432361277,3.2755077940096924,BTC
0x31384c180b2934a2c4a56f85c7d6053fc4bbbb9d,10000,66.74443333333333,201104.9264610002,28234.557237,4.214954907254417,1.9611588971182674,xyz:XYZ100
0x30b16c4edc7bac1f91216f025b88d3c1c3761293,726,1539.6274250000001,1896.82011792,7881.59846801,4.197810547699084,4.010352400030657,HYPE
0xf1245033de5669c24b7915256afb598ac3245bf1,385,2438.21035,204927.008234,10202.6,4.190060257553134,1.7012119818080618,BTC
